Title,Authors,Abstract,URL
Modelling of FDG metabolism in liver voxels,"C Baker, N Dowson, P Thomas, S Rose","Kinetic analysis is a tool used to glean additional information from positron emission tomography (PET) data by exploiting the dynamics of tissue metabolism. The standard irreversible and reversible two compartment models used in kinetic analysis were initially developed to analyse brain PET data. The application of kinetic analysis to PET of the liver presents the opportunity to move beyond the generic standard models and develop physiologically informed pharmacokinetic models that incorporate structural and functional features in particular to the liver. In this paper, we develop a new compartment model, called the tubes model, which is informed by the liver׳s sinusoidal architecture, high fractional blood volume, high perfusion rate, and large hepatocyte surface area facing the space of Disse. The tubes model distributes tracer between the blood and intracellular compartments in more physiologically faithful proportions than the standard model, producing parametric images with improved contrast between healthy and neoplastic tissue.",https://pubmed.ncbi.nlm.nih.gov/25451530/
Does quantification of [11C]meta-hydroxyephedrine and [13N]ammonia kinetics improve risk stratification in ischemic cardiomyopathy,"Jean Z Wang, Jason G E Zelt, Nicole Kaps, Aaryn Lavallee, Jennifer M Renaud, Benjamin Rotstein, Rob S B Beanlands, James A Fallavollita, John M Canty Jr, Robert A deKemp","Background: In ischemic cardiomyopathy patients, cardiac sympathetic nervous system dysfunction is a predictor of sudden cardiac arrest (SCA). This study compared abnormal innervation and perfusion measured by [11C]meta-hydroxyephedrine (HED) vs [13N]ammonia (NH3), conventional uptake vs parametric tracer analysis, and their SCA risk discrimination.

Methods: This is a sub-study analysis of the prospective PAREPET trial, which followed ischemic cardiomyopathy patients with reduced left ventricular ejection fraction (LVEF ≤ 35%) for events of SCA. Using n = 174 paired dynamic HED and NH3positron emission tomography (PET) scans, regional defect scores (%LV extent × severity) were calculated using HED and NH3uptake, as well as HED distribution volume and NH3myocardial blood flow by kinetic modeling.

Results: During 4.1 years follow-up, there were 27 SCA events. HED defects were larger than NH3, especially in the lowest tertile of perfusion abnormality (P < .001). Parametric defects were larger than their respective tracer uptake defects (P < .001). SCA risk discrimination was not significantly improved with parametric or uptake mismatch (AUC = 0.73 or 0.70) compared to HED uptake defect scores (AUC = 0.67).

Conclusion: Quantification of HED distribution volume and NH3myocardial blood flow produced larger defects than their respective measures of tracer uptake, but did not lead to improved SCA risk stratification vs HED uptake alone.",https://pubmed.ncbi.nlm.nih.gov/34341953/
Kinetic compartment modeling of [11C]-5-hydroxy-L-tryptophan for positron emission tomography assessment of serotonin synthesis in human brain,"Gisela E Hagberg, Richard Torstenson, Ina Marteinsdottir, Mats Fredrikson, Bengt Långström, Gunnar Blomqvist","The substrate for the second enzymatic step in serotonin synthesis, 5-hydroxy-L-tryptophan, labeled in the beta-position ([11C]-HTP), was used for positron emission tomography (PET) measurements in six healthy human participants, examined on two occasions. One- and two-tissue kinetic compartment modeling of time-radioactivity curves was performed, using arterial, metabolite-corrected [11C]-HTP values as input function. The availability of unchanged tracer in arterial blood plasma was > or = 80% up to 60 minutes after injection, while [11C]-hydroxyindole acetic acid and [11C]-serotonin accounted for the remaining radioactivity, amounting to < or = 16% and < or = 4%, respectively. Compartment modeling was performed for brain stem, putamen, caudate nucleus, anterior cingulate, white matter, and superior occipital, occipitotemporal, and temporal cortices. The average biologic half-life for plasma-to-tissue equilibrium was 7 to 12 minutes, and the volume of distribution was 0.2 to 0.5 microL.mL(-1). In all regions except white matter, the kinetic compartment model that included irreversible [11C]-HTP trapping showed significantly improved model fits with respect to a one-tissue compartment model. The [11C]-HTP trapping rate constant depended on the estimated tissue availability of the serotonin precursor tryptophan, known to reflect serotonin synthesis in healthy individuals, and correlated with serotonin tissue concentration and synthesis rates reported previously in literature. These findings suggest the use of [11C]-HTP PET measurements to investigate serotonin synthesis.",https://pubmed.ncbi.nlm.nih.gov/12439293/
Simple and rapid radiosynthesis of N-18F-labeled glutamic acid as a hepatocellular carcinoma PET tracer,"Aixia Sun, Shaoyu Liu, Xiaolan Tang, Dahong Nie, Ganghua Tang, Zhanwen Zhang, Fuhua Wen, Xiaoyan Wang","Introduction: We have reported that N-(2-18F-fluoropropionyl)-L-glutamate (18F-FPGLU) showed good tumor-to-background contrast and18F-FPGLU was prepared via complex multi-step reaction sequence; here, it is synthesized by a facile two-step reaction sequence. The objectives of this study are to synthesize18F-FPGLU via a two-step reaction sequence and to evaluate the value of18F-FPGLU in nude mice bearing human hepatocellular carcinoma SMCC-7721 (HCC SMCC-7721).

Methods: 18F-FPGLU was synthetized from the precursor (2S)-dimethyl 2-(2-bromopropanamido)pentanedioate via the two-step on-column hydrolysis using a modified commercial FDG synthesizer. To investigate the transport mechanism of18F-FPGLU, we conducted a series of competitive inhibition experiments on HCC SMCC-7721 cells in the absence or presence of Na+and various types of inhibitors. Small-animal PET-CT imaging was performed on tumor-bearing nude mice using18F-FPGLU and 2-18F-2-deoxy-D-glucose (18F-FDG).

Results: The radiochemical yield of18F-FPGLU was up to 15±5% (EOS, n=10) in 35min with the two-step procedure and the radiochemical purity was higher than 95% with a specific activity of 30-40GBq/μmol. In vitro cell experiments show that18F-FPGLU is primarily transported through the Na+-dependent system XAG- and Na+-independent system XC-. PET imaging in a tumor model indicates that18F-FPGLU may be superior to18F-FDG for hepatocellular carcinoma (HCC) imaging.

Conclusion: An optimized route to prepare18F-FPGLU was developed and18F-FPGLU was synthetized from the precursor ((2S)-dimethyl 2-(2-bromopropanamido)pentanedioate) via the two-step on-column hydrolysis.18F-FPGLU was a potential novel PET tracer for HCC imaging.",https://pubmed.ncbi.nlm.nih.gov/28301817/
"Evaluation of Dosimetry, Quantitative Methods, and Test-Retest Variability of 18F-PI-2620 PET for the Assessment of Tau Deposits in the Human Brain","Santiago Bullich, Olivier Barret, Cristian Constantinescu, Christine Sandiego, Andre Mueller, Mathias Berndt, Caroline Papin, Audrey Perrotin, Norman Koglin, Heiko Kroth, Andrea Pfeifer, Gilles Tamagnan, Jennifer Madonia, John P Seibyl, Kenneth Marek, Susan De Santi, Ludger M Dinkelborg, Andrew W Stephens","18F-PI-2620 is a next-generation tau PET tracer that has demonstrated ability to image the spatial distribution of suspected tau pathology. The objective of this study was to assess the tracer biodistribution, dosimetry, and quantitative methods of18F-PI-2620 in the human brain. Full kinetic modeling to quantify tau load was investigated. Noninvasive kinetic modeling and semiquantitative methods were evaluated against the full tracer kinetics. Finally, the reproducibility of PET measurements from test and retest scans was assessed.Methods:Three healthy controls (HCs) and 4 Alzheimer disease (AD) subjects underwent 2 dynamic PET scans, including arterial sampling. Distribution volume ratio (DVR) was estimated using full tracer kinetics (reversible 2-tissue-compartment [2TC] model and Logan graphical analysis [LGA]) and noninvasive kinetic models (noninvasive LGA [NI-LGA] and the multilinear reference tissue model [MRTM2]). SUV ratio (SUVR) was determined at different imaging windows after injection. The correlation between DVR and SUVR, effect size (Cohen's d), and test-retest variability (TRV) were evaluated. Additionally, 6 HCs received 1 tracer administration and underwent whole-body PET for dosimetry calculation. Organ doses and the whole-body effective dose were calculated using OLINDA 2.0.Results:A strong correlation was found across different kinetic models (R2> 0.97) and between DVR(2TC) and SUVR between 30 and 90 min, with anR2of more than 0.95. Secular equilibrium was reached at around 40 min after injection in most regions and subjects. TRV and effect size for SUVR across different regions were similar at 30-60 min (TRV, 3.8%; Cohen's d, 3.80), 45-75 min (TRV, 4.3%; Cohen's d, 3.77) and 60-90 min (TRV, 4.9%; Cohen's d, 3.73) and increased at later time points. Elimination was via the hepatobiliary and urinary systems. The whole-body effective dose was 33.3 ± 2.1 μSv/MBq for an adult female and 33.1 ± 1.4 μSv/MBq for an adult male, with a 1.5-h urinary bladder voiding interval.Conclusion:18F-PI-2620 exhibits fast kinetics, suitable dosimetry, and low TRV. DVR measured using the 2TC model with arterial sampling correlated strongly with DVR measured by NI-LGA, MRTM2, and SUVR. SUVR can be used for18F-PI-2620 PET quantification of tau deposits, avoiding arterial blood sampling. Static18F-PI-2620 PET scans between 45 and 75 min after injection provide excellent quantification accuracy, a large effect size, and low TRV.",https://pubmed.ncbi.nlm.nih.gov/31712324/
Simultaneous Denoising of Dynamic PET Images Based on Deep Image Prior,"Cheng-Hsun Yang, Hsuan-Ming Huang","Parametric imaging obtained from kinetic modeling analysis of dynamic positron emission tomography (PET) data is a useful tool for quantifying tracer kinetics. However, pixel-wise time-activity curves have high noise levels which lead to poor quality of parametric images. To solve this limitation, we proposed a new image denoising method based on deep image prior (DIP). Like the original DIP method, the proposed DIP method is an unsupervised method, in which no training dataset is required. However, the difference is that our method can simultaneously denoise all dynamic PET images. Moreover, we propose a modified version of the DIP method called double DIP (DDIP), which has two DIP architectures. The additional DIP model is used to generate high-quality input data for the second DIP model. Computer simulations were performed to evaluate the performance of the proposed DIP-based methods. Our simulation results showed that the DDIP method outperformed the single DIP method. In addition, the DDIP method combined with data augmentation could generate PET parametric images with superior image quality compared to the spatiotemporal-based non-local means filtering and high constrained backprojection. Our preliminary results show that our proposed DDIP method is a novel and effective unsupervised method for simultaneously denoising dynamic PET images.",https://pubmed.ncbi.nlm.nih.gov/35239090/
Event-by-Event Continuous Respiratory Motion Correction for Dynamic PET Imaging,"Yunhan Yu, Chung Chan, Tianyu Ma, Yaqiang Liu, Jean-Dominique Gallezot, Mika Naganawa, Olivia J Kelada, Mary Germino, Albert J Sinusas, Richard E Carson, Chi Liu","Existing respiratory motion-correction methods are applied only to static PET imaging. We have previously developed an event-by-event respiratory motion-correction method with correlations between internal organ motion and external respiratory signals (INTEX). This method is uniquely appropriate for dynamic imaging because it corrects motion for each time point. In this study, we applied INTEX to human dynamic PET studies with various tracers and investigated the impact on kinetic parameter estimation.

Methods: The use of 3 tracers-a myocardial perfusion tracer, (82)Rb (n = 7); a pancreatic β-cell tracer, (18)F-FP(+)DTBZ (n = 4); and a tumor hypoxia tracer, (18)F-fluoromisonidazole ((18)F-FMISO) (n = 1)-was investigated in a study of 12 human subjects. Both rest and stress studies were performed for (82)Rb. The Anzai belt system was used to record respiratory motion. Three-dimensional internal organ motion in high temporal resolution was calculated by INTEX to guide event-by-event respiratory motion correction of target organs in each dynamic frame. Time-activity curves of regions of interest drawn based on end-expiration PET images were obtained. For (82)Rb studies, K1 was obtained with a 1-tissue model using a left-ventricle input function. Rest-stress myocardial blood flow (MBF) and coronary flow reserve (CFR) were determined. For (18)F-FP(+)DTBZ studies, the total volume of distribution was estimated with arterial input functions using the multilinear analysis 1 method. For the (18)F-FMISO study, the net uptake rate Ki was obtained with a 2-tissue irreversible model using a left-ventricle input function. All parameters were compared with the values derived without motion correction.

Results: With INTEX, K1 and MBF increased by 10% ± 12% and 15% ± 19%, respectively, for (82)Rb stress studies. CFR increased by 19% ± 21%. For studies with motion amplitudes greater than 8 mm (n = 3), K1, MBF, and CFR increased by 20% ± 12%, 30% ± 20%, and 34% ± 23%, respectively. For (82)Rb rest studies, INTEX had minimal effect on parameter estimation. The total volume of distribution of (18)F-FP(+)DTBZ and Ki of (18)F-FMISO increased by 17% ± 6% and 20%, respectively.

Conclusion: Respiratory motion can have a substantial impact on dynamic PET in the thorax and abdomen. The INTEX method using continuous external motion data substantially changed parameters in kinetic modeling. More accurate estimation is expected with INTEX.",https://pubmed.ncbi.nlm.nih.gov/26912437/
Impact of tissue transport on PET hypoxia quantification in pancreatic tumours,"Edward Taylor, Jennifer Gottwald, Ivan Yeung, Harald Keller, Michael Milosevic, Neesha C Dhani, Iram Siddiqui, David W Hedley, David A Jaffray","Background: The clinical impact of hypoxia in solid tumours is indisputable and yet questions about the sensitivity of hypoxia-PET imaging have impeded its uptake into routine clinical practice. Notably, the binding rate of hypoxia-sensitive PET tracers is slow, comparable to the rate of diffusive equilibration in some tissue types, including mucinous and necrotic tissue. This means that tracer uptake on the scale of a PET imaging voxel-large enough to include such tissue and hypoxic cells-can be as much determined by tissue transport properties as it is by hypoxia. Dynamic PET imaging of 20 patients with pancreatic ductal adenocarcinoma was used to assess the impact of transport on surrogate metrics of hypoxia: the tumour-to-blood ratio [TBR(t)] at time t post-tracer injection and the trapping rate k3inferred from a two-tissue compartment model. Transport quantities obtained from this model included the vascular influx and efflux rate coefficients, k1and k2, and the distribution volume vd≡k1/(k2+k3).

Results: Correlations between voxel- and whole tumour-scale k3and TBR values were weak to modest: the population average of the Pearson correlation coefficients (r) between voxel-scale k3and TBR (1 h) [TBR(2 h)] values was 0.10 [0.01] in the 20 patients, while the correlation between tumour-scale k3and TBR(2 h) values was 0.58. Using Patlak's formula to correct uptake for the distribution volume, correlations became strong (r=0.80[0.52] and r=0.93, respectively). The distribution volume was substantially below unity for a large fraction of tumours studied, with vdranging from 0.68 to 1 (population average, 0.85). Surprisingly, k3values were strongly correlated with vdin all patients. A model was proposed to explain this in which k3is a combination of the hypoxia-sensitive tracer binding rate kband the rate keqof equilibration in slow-equilibrating regions occupying a volume fraction 1-vdof the imaged tissue. This model was used to calculate the proposed hypoxia surrogate marker kb.

Conclusions: Hypoxia-sensitive PET tracers are slow to reach diffusive equilibrium in a substantial fraction of pancreatic tumours, confounding quantification of hypoxia using both static (TBR) and dynamic (k3) PET imaging. TBR is reduced by distribution volume effects and k3is enhanced by slow equilibration. We proposed a novel model to quantify tissue transport properties and hypoxia-sensitive tracer binding in order to improve the sensitivity of hypoxia-PET imaging.",https://pubmed.ncbi.nlm.nih.gov/29273939/
First experiences with dynamic renal [68Ga]Ga-DOTA PET/CT: a comparison to renal scintigraphy and compartmental modelling to non-invasively estimate the glomerular filtration rate,"David Kersting, Miriam Sraieb, Robert Seifert, Pedro Fragoso Costa, Sandra Kazek, Lukas Kessler, Lale Umutlu, Wolfgang Peter Fendler, Walter Jentzen, Ken Herrmann, Florian Büther, Michael Nader, Christoph Rischpler","Purpose: The determination of the glomerular filtration rate (GFR) is decisive for a variety of clinical issues, for example, to monitor the renal function in radionuclide therapy patients. Renal scintigraphy using glomerularly filtered tracers allows combined acquisition of renograms and GFR estimation but requires repeated blood sampling for several hours. In contrast, dynamic PET imaging using the glomerularly filtered tracer [68Ga]Ga-DOTA bears the potential to non-invasively estimate the GFR by compartmental kinetic modelling. Here, we report the, to our knowledge, first comparison of human renal dynamic [68Ga]Ga-DOTA PET imaging in comparison to renal scintigraphy and compare PET-derived to serum creatinine-derived GFR measurements.

Methods: Dynamic [68Ga]Ga-DOTA PET data were acquired for 30 min immediately after tracer injection in 12 patients. PET and renal scintigraphy images were visually interpreted in a consensus read by three nuclear medicine physicians. The functional renal cortex was segmented to obtain time-activity curves. The arterial input function was estimated from the PET signal in the abdominal aorta. Single-compartmental tracer kinetic modelling was performed to calculate the GFR using complete 30-min (GFRPET-30) and reduced 15-min PET data sets (GFRPET-15) to evaluate whether a shorter acquisition time is sufficient for an accurate GFR estimation. A modified approach excluding minutes 2 to 10 was applied to reduce urinary spill-over effects. Serum creatinine-derived GFRCKD(CKD-EPI-formula) was used as reference standard.

Results: PET image interpretation revealed the same findings as conventional scintigraphy (2/12 patients with both- and 1/12 patients with right-sided urinary obstruction). Model fit functions were substantially improved for the modified approach to exclude spill-over. Depending on the modelling approach, GFRCKDand both GFRPET-30and GFRPET-15were well correlated with interclass correlation coefficients (ICCs) from 0.74 to 0.80 and Pearson's correlation coefficients (PCCs) from 0.74 to 0.81. For a subgroup of patients with undisturbed urinary efflux (n = 9), correlations were good to excellent (ICCs from 0.82 to 0.95 and PCCs from 0.83 to 0.95). Overall, GFRPET-30and GFRPET-15were excellently correlated (ICCs from 0.96 to 0.99 and PCCs from 0.96 to 0.99).

Conclusion: Renal [68Ga]Ga-DOTA PET can be a suitable alternative to conventional scintigraphy. Visual assessment of PET images and conventional renograms revealed comparable results. GFR values derived by non-invasive single-compartmental-modelling of PET data show a good correlation to serum creatinine-derived GFR values. In patients with undisturbed urinary efflux, the correlation was excellent. Dynamic PET data acquisition for 15 min is sufficient for visual evaluation and GFR derivation.",https://pubmed.ncbi.nlm.nih.gov/35412053/
Parametric imaging and quantitative analysis of the PET amyloid ligand [(18)F]flutemetamol,"Kerstin Heurling, Chris Buckley, Koen Van Laere, Rik Vandenberghe, Mark Lubberink","Objectives: The amyloid imaging PET tracer [(18)F]flutemetamol was recently approved by regulatory authorities in the US and EU for estimation of β-amyloid neuritic plaque density in cognitively impaired patients. While the clinical assessment in line with the label is a qualitative visual assessment of 20 min summation images, the aim of this work was to assess the performance of various parametric analysis methods and standardized uptake value ratio (SUVR), in comparison with arterial input based compartment modeling.

Methods: The cerebellar cortex was used as reference region in the generation of parametric images of binding potential (BPND) using multilinear reference tissue methods (MRTMo, MRTM, MRTM2), basis function implementations of the simplified reference tissue model (here called RPM) and the two-parameter version of SRTM (here called RPM2) and reference region based Logan graphical analysis. Regionally averaged values of parametric results were compared with the BPND of corresponding regions from arterial input compartment modeling. Dynamic PET data were also pre-filtered using a 3D Gaussian smoothing of 5mm FWHM and the effect of the filtering on the correlation was investigated. In addition, the use of SUVR images was evaluated. The accuracy of several kinetic models were also assessed through simulations of time-activity curves based on clinical data for low and high binding adding different levels of statistical noise representing regions and individual voxels.

Results: The highest correlation was observed for pre-filtered reference Logan, with correction for individual reference region efflux rate constant k2' (R(2)=0.98), or using a cohort mean k2' (R(2)=0.97). Pre-processing filtered MRTM2, unfiltered SUVR over the scanning window 70-90 min and unfiltered RPM also demonstrated high correlations with arterial input compartment modeling (MRTM2 R(2)=0.97, RPM R(2)=0.96 and SUVR R(2)=0.95) Poorest agreement was seen with MRTM without pre-filtering (R(2)=0.68).

Conclusions: Parametric imaging allows for quantification without introducing bias due to selection of anatomical regions, and thus enables objective statistical voxel-based comparisons of tracer binding. Several parametric modeling approaches perform well, especially after Gaussian pre-filtering of the dynamic data. However, the semi-quantitative use of SUVR between 70 and 90 min has comparable agreement with full kinetic modeling, thus supporting its use as a simplified method for quantitative assessment of tracer uptake.",https://pubmed.ncbi.nlm.nih.gov/26209803/
Design and utilisation of protocols to characterise dynamic PET uptake of two tracers using basis pursuit,"Christopher Bell, Simon Puttick, Stephen Rose, Jye Smith, Paul Thomas, Nicholas Dowson","Imaging using more than one biological process using PET could be of great utility, but despite previously proposed approaches to dual-tracer imaging, it is seldom performed. The alternative of performing multiple scans is often infeasible for clinical practice or even in research studies. Dual-tracer PET scanning allows for multiple PET radiotracers to be imaged within the same imaging session. In this paper we describe our approach to utilise the basis pursuit method to aid in the design of dual-tracer PET imaging experiments, and later in separation of the signals. The advantage of this approach is that it does not require a compartment model architecture to be specified or even that both signals are distinguishable in all cases. This means the method for separating dual-tracer signals can be used for many feasible and useful combinations of biology or radiotracer, once an appropriate scanning protocol has been decided upon. Following a demonstration in separating the signals from two consecutively injected radionuclides in a controlled experiment, phantom and list-mode mouse experiments demonstrated the ability to test the feasibility of dual-tracer imaging protocols for multiple injection delays. Increases in variances predicted for kinetic macro-parameters VDand KIin brain and tumoral tissue were obtained when separating the synthetically combined data. These experiments confirmed previous work using other approaches that injections delays of 10-20 min ensured increases in variance were kept minimal for the test tracers used. On this basis, an actual dual-tracer experiment using a 20 min delay was performed using these radio tracers, with the kinetic parameters (VDand KI) extracted for each tracer in agreement with the literature. This study supports previous work that dual-tracer PET imaging can be accomplished provided certain constraints are adhered to. The utilisation of basis pursuit techniques, with its removed need to specify a model architecture, allows the feasibility of a range of imaging protocols to be investigated via simulation in a straight-forward manner for a wide range of possible scenarios. The hope is that the ease of utilising this approach during feasibility studies and in practice removes any perceived technical barrier to performing dual-tracer imaging.",https://pubmed.ncbi.nlm.nih.gov/28375137/
Quantitative 18F-fluorocholine positron emission tomography for prostate cancer: correlation between kinetic parameters and Gleason scoring,"Joshua D Schaefferkoetter, Ziting Wang, Mary C Stephenson, Sharmili Roy, Maurizio Conti, Lars Eriksson, David W Townsend, Thomas Thamboo, Edmund Chiong","Background: The use of radiolabeled choline as a positron emission tomography (PET) agent for imaging primary tumors in the prostate has been evaluated extensively over the past two decades. There are, however, conflicting reports of its sensitivity and the relationship between choline PET imaging and disease staging is not fully understood. Moreover, relatively few studies have investigated the correlation between tracer uptake and histological tumor grade. This work quantified18F-fluorocholine in tumor and healthy prostate tissue using pharmacokinetic modeling and stratified uptake parameters by histology grade. Additionally, the effect of scan time on the estimation of the kinetic exchange rate constants was evaluated, and the tracer influx parameters from full compartmental analysis were compared to uptake values quantified by Patlak and standardized uptake value (SUV) analyses.18F-fluorocholine was administered as a 222 MBq bolus injection to ten patients with biopsy-confirmed prostate tumors, and dynamic PET data were acquired for 60 min. Image-derived arterial input functions were scaled by discrete blood samples, and a 2-tissue, 4-parameter model accounting for blood volume (2T4k+Vb) was used to perform fully quantitative compartmental modeling on tumor, healthy prostate, and muscle tissue. Subsequently, all patients underwent radical prostatectomy, and histological analyses were performed on the prostate specimens; kinetic parameters for tumors were stratified by Gleason score. Correlations were investigated between compartmental K1and Kiparameters and SUV and Patlak slope; the effect of scan time on parameter bias was also evaluated.

Results: Choline activity curves in seven tumors, eight healthy prostate regions, and nine muscle regions were analyzed. Net tracer influx was generally higher in tumor relative to healthy prostate, with the values in the highest grade tumors markedly higher than those in lower grade tumors. Influx terms from Patlak and full compartmental modeling showed good correlation within individual tissue groups. Kinetic parameters calculated from the entire 60-min scan data were accurately reproduced from the first 30 min of acquired data (R2≈ 0.9).

Conclusions: Strong correlations were observed between Kiand Patlak slope in tumor tissue, and K1and SUV were also correlated but to a lesser degree. Reliable estimates of all kinetic parameters can be achieved from the first 30 min of dynamic18F-choline data. Although SUV, K1, Ki, and Patlak slope were found to be poor differentiators of low-grade tumor compared to healthy prostate tissue, they are strong indicators of aggressive disease.",https://pubmed.ncbi.nlm.nih.gov/28324340/
Criteria for the tracer kinetic measurement of cerebral protein synthesis in humans with positron emission tomography,"M E Phelps, J R Barrio, S C Huang, R E Keen, H Chugani, J C Mazziotta","The principles and initial results of the use of PET to measure the local cerebral metabolic rate for protein synthesis ( lCRPS ) in humans are described. The labeling of leucine, phenylalanine, and methionine in the carboxyl position provides a strategy (selective position labeling) for discriminating between the incorporation of these amino acids into proteins and metabolic oxidation. In metabolic oxidation the label is removed from tissue through decarboxylation. The resulting labeled carbon dioxide is diluted by the tissue carbon dioxide pool, cleared from cerebral tissue by blood flow, and subsequently ventilated by the lungs. This approach also provides a plasma input function that is free of other labeled amino acids produced through systemic reactions, such as those that occur for methionine labeled in the methyl group. The measured lCRPS is in good agreement with values determined by Smith and Sokoloff by autoradiographic and biochemical assay techniques, as are the measured kinetic rate constants of bidirectional transport, incorporation into proteins, and metabolism, as determined in monkeys and humans using L-leucine labeled with carbon-11 in position 1 (L-[1-11C]leucine) with PET. The tissue leucine precursor pool exhibits a rapid turnover rate (1.5 to 2 minutes), while the metabolic pathway has a half-time (about 18 minutes) that is close to the radioactive half-life of carbon-11. The dietary state was found to affect the branching ratio of lCRPS /metabolism, with a fasted value of 0.4 and carbohydrate feed values ranging up to 1.7. The principle of the method appears sound, and a first-order model provides good fits to data, but much more work is required to determine and validate the model structure and to optimize the study conditions and estimation criteria.",https://pubmed.ncbi.nlm.nih.gov/6611122/
Reproducibility of [18F]MK-6240 kinetics in brain studies with shortened dynamic PET protocol in healthy/cognitively normal subjects,"Phelipi N Schuck, Xiuyuan H Wang, Emily B Tanzi, Sally Xie, Yi Li, Sadek A Nehmeh","Background: [18F]MK-6240 is a neurofibrillary tangles PET radiotracer that has been broadly used in aging and Alzheimer's disease (AD) studies. Majority of [18F]MK-6240 PET studies use dynamic acquisitions longer than 60 min to assess the tracer kinetic parameters. As of today, no consensus has been established on the optimum dynamic PET scan time. In this study, we assess the reproducibility of [18F]MK-6240 quantitative metrics using shortest dynamic PET protocols in cognitively normal subjects. PET metrics were measured through two-tissue compartment model (2TCM) and Logan model to estimate VT and DVR, as well as SUVR from 90 to 120 min (SUVR90 - 120 min) post-tracer injection for brain regions. 2TCM was carried out using the 120 min dynamic coffee break dataset (first scan from 0 to 60 min p.i., second scan from 90 to 120 min p.i.) and then repeated after stepwise shortening it by 5 min. The dynamic scan length that reproduced the 120 min dynamic scans-based VT to within 10% error was defined as the shortest acquisition time (SAT). The SAT SUVR90 - 120 minwas deduced from the SAT dataset by extrapolation of each image pixel time-activity curve to 120 min. The reproducibility of the 120 min dynamic scans-based VT2TCM, DVR2TCM, DVRLogan, and SUVR using the SAT was assessed using Passing-Bablock analysis. The limits of reproducibility of each PET metrics were determined using Bland-Altman analysis.

Results: A dynamic SAT of 40 min yielded < 10% error in [18F]MK-6240 VT2TCM's for all brain regions, compared to those measured using the 120 min datasets. SAT-based analysis did not show statistically significant systemic or proportional biases in VT2TCM, DVR2TCM, DVRLogan, or SUVR compared to those deduced from the full dynamic dataset of 120 min. A mean difference between the 120 min- and SAT-based analysis of less than 4%, 10%, 15%, and 20% existed in the VT2TCM, DVR2TCM, DVRLogan, and SUVR respectively.

Conclusion: Kinetic modeling of [18F]MK-6240 PET can be accurately performed using dynamic scan times as short as 40 min. This can facilitate studies with [18F]MK-6240 PET and improve patients accrual. Further work would be necessary to confirm the reproducibility of these results for patients in dementia spectra.",https://pubmed.ncbi.nlm.nih.gov/39331199/
Blood-brain barrier penetration of zolmitriptan--modelling of positron emission tomography data,"Mats Bergström, Roger Yates, Anders Wall, Matts Kågedal, Stina Syvänen, Bengt Långström","Positron emission tomography (PET) with the drug radiolabelled allows a direct measurement of brain or other organ kinetics, information which can be essential in drug development. Usually, however, a PET-tracer is administered intravenously (i.v.), whereas the therapeutic drug is mostly given orally or by a different route to the PET-tracer. In such cases, a recalculation is needed to make the PET data representative for the alternative administration route. To investigate the blood-brain barrier penetration of a drug (zolmitriptan) using dynamic PET and by PK modelling quantify the brain concentration of the drug after the nasal administration of a therapeutic dose. [11C]Zolmitriptan at tracer dose was administered as a short i.v. infusion and the brain tissue and venous blood kinetics of [11C]zolmitriptan was measured by PET in 7 healthy volunteers. One PET study was performed before and one 30 min after the administration of 5 mg zolmitriptan as nasal spray. At each of the instances, the brain radioactivity concentration after subtraction of the vascular component was determined up to 90 min after administration and compared to venous plasma radioactivity concentration after correction for radiolabelled metabolites. Convolution methods were used to describe the relationship between arterial and venous tracer concentrations, respectively between brain and arterial tracer concentration. Finally, the impulse response functions derived from the PET studies were applied on plasma PK data to estimate the brain zolmitriptan concentration after a nasal administration of a therapeutic dose. The studies shows that the PET data on brain kinetics could well be described as the convolution of venous tracer kinetics with an impulse response including terms for arterial-to-venous plasma and arterial-to-brain impulse responses. Application of the PET derived impulse responses on the plasma PK from nasal administration demonstrated that brain PK of zolmitriptan increased with time, achieving about 0.5 mg/ml at 30 min and close to a maximum of 1.5 mg/ml after 2 hr. A significant brain concentration was observed already after 5 min. The data support the notation of a rapid brain availability of zolmitriptan after nasal administration.",https://pubmed.ncbi.nlm.nih.gov/16402287/
Dual acquisition of (18)F-FMISO and (18)F-FDOPA,"Christopher Bell, Stephen Rose, Simon Puttick, Alex Pagnozzi, Christopher M Poole, Yaniv Gal, Paul Thomas, Michael Fay, Rosalind L Jeffree, Nicholas Dowson","Metabolic imaging using positron emission tomography (PET) has found increasing clinical use for the management of infiltrating tumours such as glioma. However, the heterogeneous biological nature of tumours and intrinsic treatment resistance in some regions means that knowledge of multiple biological factors is needed for effective treatment planning. For example, the use of (18)F-FDOPA to identify infiltrative tumour and (18)F-FMISO for localizing hypoxic regions. Performing multiple PET acquisitions is impractical in many clinical settings, but previous studies suggest multiplexed PET imaging could be viable. The fidelity of the two signals is affected by the injection interval, scan timing and injected dose. The contribution of this work is to propose a framework to explicitly trade-off signal fidelity with logistical constraints when designing the imaging protocol. The particular case of estimating (18)F-FMISO from a single frame prior to injection of (18)F-FDOPA is considered. Theoretical experiments using simulations for typical biological scenarios in humans demonstrate that results comparable to a pair of single-tracer acquisitions can be obtained provided protocol timings are carefully selected. These results were validated using a pre-clinical data set that was synthetically multiplexed. The results indicate that the dual acquisition of (18)F-FMISO and (18)F-FDOPA could be feasible in the clinical setting. The proposed framework could also be used to design protocols for other tracers.",https://pubmed.ncbi.nlm.nih.gov/24958083/
